figure_id,chapter,chapter_title,working_title,purpose,type,source_path,dataset_ids,ebook_path,caption,alt_text,status
fig-52-02,52,"Gradients, Backpropagation, and Optimisation",Loss and gradient health across learning rates,Compare optimization paths from identical data initialization and epoch budgets,diagnostic plots,publication/figures/source/fig-52-02.py,nrg-ch52-sample,publication/figures/ebook/fig-52-02.png,Figure 52.2. With identical XOR data seed and 800-epoch budget learning rate 0.01 ends at loss 0.6654 and has not learned XOR. Rates 0.10 and 0.50 end at 0.0548 and 0.0054 and recover the 0-1-1-0 pattern. Gradient norms show that optimization paths differ even when initialization is fixed.,The left log-scale panel plots training loss for learning rates 0.01 0.10 and 0.50. The slow curve remains high while the other two fall. The right log-scale panel plots the corresponding total gradient norms with distinct early peaks and later declines.,generated
fig-53-01,53,"Regularisation, Initialization, and Normalisation",Initialization through deep layers,Show how a too-small scale erases tanh activations while activation-aware Xavier-tanh and He-ReLU pairs retain usable variation,signal-flow comparison,publication/figures/source/fig-53-01.py,nrg-ch53-sample,publication/figures/ebook/fig-53-01.png,"Figure 53.1. Across the same 1,000 inputs and deterministic per-layer seeds, a 0.01 weight scale with tanh drives activation variance from 0.0032 at layer one to 1.24e-18 at layer eight. Xavier with tanh and He with ReLU retain materially larger variation. The paired comparisons diagnose signal propagation rather than rank predictive performance.",A log-scale line chart shows activation variance across eight hidden layers. The small-plus-tanh line falls by about 15 orders of magnitude while Xavier-plus-tanh remains near 0.06 to 0.32 and He-plus-ReLU remains near 0.54 to 0.93.,generated
fig-53-02,53,"Regularisation, Initialization, and Normalisation","Regularisation, normalisation, and early stopping",Map six training controls to the failure they address their training behavior and their required evaluation or inference rule,control matrix,publication/figures/source/fig-53-02.py,nrg-ch53-sample,publication/figures/ebook/fig-53-02.png,"Figure 53.2. Initialization, input standardization, batch normalization, L2 regularization, dropout, and early stopping address different failure modes and require explicit evaluation rules. The reproducible benchmarks show training-fitted means and scales, 24.79% observed zeros under 25% inverted dropout, output mean 1.003, and an L2 penalty of 0.2625.",A six-row control matrix links each training control to a warning sign its training behavior its evaluation or inference rule and a verification check. Benchmark callouts report the fitted standardizer dropout and L2 calculations.,generated
fig-54-01,54,Convolutional Neural Networks,Kernel sliding over an image,Show the exact local patch kernel elementwise products and summed cross-correlation response for the chapter image,convolution diagram,publication/figures/source/fig-54-01.py,nrg-ch54-sample,publication/figures/ebook/fig-54-01.png,Figure 54.1. A shared 3 by 3 vertical-edge kernel is applied to a highlighted local patch from the synthetic package image. Elementwise multiplication produces three positive unit responses whose sum is 3.0 at feature-map position row 4 column 3. The operation is cross-correlation because the kernel is not flipped.,Four panels show a synthetic 12 by 12 package image with a gold highlighted patch followed by the extracted 3 by 3 values the vertical-edge kernel and their elementwise products. The final annotation reports a summed response of 3.0.,generated
fig-54-02,54,Convolutional Neural Networks,"Edge map, pooling, and receptive field",Connect signed edge detection and max pooling to spatial compression and an eight-pixel receptive field across a short layer stack,feature panels,publication/figures/source/fig-54-02.py,nrg-ch54-sample,publication/figures/ebook/fig-54-02.png,"Figure 54.2. The padded vertical-edge operation preserves the 12 by 12 shape and marks edge direction with signed responses. Two-by-two max pooling over absolute responses reduces the map to 6 by 6 while coarsening position. A 3 by 3 convolution, 2 by 2 stride-two pool, and second 3 by 3 convolution expand one activation's receptive field from one to eight input pixels.",The top row shows the synthetic package image its red-blue signed vertical-edge map and a gold-brown pooled magnitude map at half the height and width. The lower flow expands receptive field from 1 to 3 to 4 to 8 pixels while the effective jump becomes 2.,generated
fig-55-01,55,"Sequences, Attention, and Transformers","Queries, keys, values, masks, and weighted output",Trace token vectors through learned projections scaled scores a causal mask softmax and the final weighted-value mixture,attention diagram,publication/figures/source/fig-55-01.py,nrg-ch55-sample,publication/figures/ebook/fig-55-01.png,"Figure 55.1. Self-attention projects token representations into queries, keys, and values; divides query-key scores by the square root of key dimension; masks impermissible positions; applies row-wise softmax; and mixes values. For the query token tiba, belum has the strongest permitted weight at 0.304 and the causal output is [3.329, 4.329].",A left-to-right diagram moves five token vectors through query key and value projections scaled score calculation causal masking and softmax to a weighted attention output. Three lower boxes define queries as needs keys as compatibility and values as content.,generated
fig-55-02,55,"Sequences, Attention, and Transformers",Masked attention weights and positions,Compare unmasked and causal attention matrices and show how six sinusoidal components distinguish five token positions,heatmap,publication/figures/source/fig-55-02.py,nrg-ch55-sample,publication/figures/ebook/fig-55-02.png,"Figure 55.2. Unmasked self-attention allocates positive weight across all five source tokens. The causal mask makes every future-position weight in the upper triangle exactly zero while each row still sums to one. Six sinusoidal components give the ordered tokens stok, kopi, belum, tiba, and jakarta distinct position vectors.",Two annotated five-by-five heatmaps compare unmasked attention with lower-triangular causal attention for five Indonesian message tokens. A line chart beside them plots six sinusoidal position components across the same ordered tokens.,generated
fig-56-01,56,"Autoencoders, Transfer Learning, and Generative Models","Encoder, representation, and decoder",Trace three observed signals through a two-dimensional bottleneck and reconstructed output while locating routine an unusual and interpolated packages in latent space,latent-space diagram,publication/figures/source/fig-56-01.py,nrg-ch56-sample,publication/figures/ebook/fig-56-01.png,"Figure 56.1. Sixty routine three-signal packages fit a two-dimensional linear autoencoder. The encoder maps each observation to a bottleneck, and the decoder reconstructs it. The deliberately inconsistent package is scored only after fitting. A five-step latent interpolation is a mathematical path whose decoded states still require physical validation.","An upper flow moves three-dimensional package signals through an encoder to a two-dimensional bottleneck and decoder, with reconstruction compared against input. A lower latent scatter shows 60 routine packages colored by reconstruction error, a gold five-step interpolation path, and a red star for the unusual package.",generated
fig-56-02,56,"Autoencoders, Transfer Learning, and Generative Models",Reconstruction error for anomaly review,Show the routine error distribution illustrative review threshold and unusual package rank while distinguishing review priority from defect probability,error plot,publication/figures/source/fig-56-02.py,nrg-ch56-sample,publication/figures/ebook/fig-56-02.png,"Figure 56.2. Routine-package reconstruction error averages 0.000730, and its illustrative 95th percentile is 0.001843. The unusual package's error is 1.783828 and ranks first by a wide margin. This error can prioritize review but is not a calibrated defect probability.","Left: histogram of 60 routine reconstruction errors with a dashed 95th-percentile threshold at 0.001843. Right: log-scale ordered reconstruction errors, with routine points below about 0.003 and a red unusual-package point at 1.784.",generated
fig-57-01,57,"Deep Learning for Tables, Text, Images, and Time Series","Tables, text, images, and time series",Map each data form to its modeling unit strong baseline neural candidate leakage boundary monitoring focus and safe fallback,architecture matrix,publication/figures/source/fig-57-01.py,nrg-ch57-sample,publication/figures/ebook/fig-57-01.png,"Figure 57.1. Tables, text, images, and time series expose different modeling units and failure modes. Each row pairs a strong baseline with a modality-matched neural candidate, then records the split boundary, production monitoring, and fallback. A uniform neural stack would erase these operational differences.","A four-row matrix compares table, text, image, and time-series work. Columns identify the modeling unit, strong baseline, neural candidate, leakage boundary, and modality-specific monitoring plus fallback. Examples include conversation-level text splits, package-level image splits, and time splits before sensor-window construction.",generated
fig-57-02,57,"Deep Learning for Tables, Text, Images, and Time Series",Quality gain versus computation by modality,Compare synthetic held-out quality with training time inference latency and a simple value-per-compute score while retaining strong baselines,value comparison,publication/figures/source/fig-57-02.py,nrg-ch57-sample,publication/figures/ebook/fig-57-02.png,"Figure 57.2. The strong tabular baseline scores 0.84 versus 0.83 for its neural candidate. Neural candidates improve synthetic text, image, and time-series quality by 4.7%, 11.5%, and 3.7% relative to baseline. Under the stated training-time and latency assumptions, image has the highest simple value-per-compute score. These values illustrate a comparison protocol rather than benchmark real systems.","Left: paired bars compare strong-baseline and neural-candidate held-out quality for table, text, image, and time-series examples; the table baseline wins while the other neural candidates improve. Right: a bubble plot shows relative gain against neural training hours, with bubble area representing inference latency and image marked as highest value per compute.",generated
fig-58-01,58,"Error Analysis, Interpretation, Responsibility, and Deployment","Prediction, review, action, outcome, and incident",Show the full sociotechnical deployment unit with named ownership monitoring incident containment controlled change fallback and rollback,responsibility flow,publication/figures/source/fig-58-01.py,nrg-ch58-sample,publication/figures/ebook/fig-58-01.png,"Figure 58.1. Package capture and joins feed a versioned prediction, informed human review, operational action, and delayed outcome evidence. Monitoring can trigger incident containment and a controlled change with regression tests, approval, and rollback. Release authority and responsibility remain with named people rather than the model.","A top flow links capture and join, prediction, inspector review, operational action, and outcome evidence, with an owner named inside each stage. A lower incident path connects monitoring to containment and then controlled change with regression tests, approval, and rollback.",generated
fig-58-02,58,"Error Analysis, Interpretation, Responsibility, and Deployment","Errors, consequences, and deployment readiness",Connect row-level outcomes uncertainty and harm queues slice denominators and a blocking deployment control,slice dashboard,publication/figures/source/fig-58-02.py,nrg-ch58-sample,publication/figures/ebook/fig-58-02.png,"Figure 58.2. The 12-package inventory contains four true positives, four true negatives, two false positives, and two false negatives. Each six-package factory slice has a 33.3% error rate and 16.7% false-negative rate. Near-threshold and highest-expected-harm queues select different cases. Deployment remains blocked because rollback is undefined.","Four panels show counts of TP, TN, FP, and FN; package risk scores with gold near-threshold circles and navy highest-harm squares; factory A and B error and false-negative rates with six observations each; and a deployment checklist where five controls pass but rollback fails, blocking release.",generated
fig-59-01,59,Demand Forecasting and Inventory-Risk Planning at NRG,NRG demand forecasting and inventory decision workflow,Connect the weekly data contract and rolling-origin evidence to uncertainty feasible ordering approval monitoring and tested fallback,case flow,publication/figures/source/fig-59-01.py,nrg-ch59-sample,publication/figures/ebook/fig-59-01.png,"Figure 59.1. NRG's replenishment workflow begins with a weekly product–distribution-centre contract and honest rolling origins. Empirical lead-time uncertainty informs a feasible inventory action, but a planner still approves it. Outcomes return through monitoring, and exceptional conditions can invoke seasonal-naive or manual fallback.",A top flow moves from data contract through rolling origins uncertainty feasible action and planner approval. A lower feedback path connects outcomes monitoring and fallback back to the contract. Named evidence and controls appear inside each stage.,generated
fig-59-02,59,Demand Forecasting and Inventory-Risk Planning at NRG,Demand history and forecast origins,Show 104 consecutive weeks for three products while distinguishing latent demand fulfilled sales promotions stockouts and the final 13-week holdout,line chart,publication/figures/source/fig-59-02.py,nrg-ch59-sample,publication/figures/ebook/fig-59-02.png,Figure 59.2. Each product has 104 consecutive Monday observations at JKT_DC. Latent demand and observed sales separate at stockouts; promotion markers expose known calendar effects. The final 13 weeks are shaded as an untouched holdout after a 91-week training history.,Three aligned time-series panels show Sambal 250 Kopi 200 and Teh 20. Blue latent-demand and teal sales lines run across 104 weeks with gold promotion triangles red stockout crosses a dashed final forecast origin and a shaded 13-week holdout.,generated
fig-59-03,59,Demand Forecasting and Inventory-Risk Planning at NRG,"Naive, seasonal, and selected model performance",Compare last-observation seasonal-naive and drift forecasts under the same final 13-week protocol and show the selected Sambal path,forecast comparison,publication/figures/source/fig-59-03.py,nrg-ch59-sample,publication/figures/ebook/fig-59-03.png,"Figure 59.3. Seasonal naive has the lowest final-holdout WAPE for each synthetic product: 6.83% for sambal, 7.75% for coffee, and 10.86% for tea. The Sambal panel shows where its repeated seasonal pattern tracks realized demand better than last-observation and drift baselines. Selection uses only the shared chronological protocol.",Left: grouped bars compare holdout WAPE for three baselines across sambal coffee and tea with seasonal naive lowest in every group. Right: 13 Sambal actual values are plotted with last-observation seasonal-naive and drift paths.,generated
fig-59-04,59,Demand Forecasting and Inventory-Risk Planning at NRG,Demand uncertainty across the planning horizon,Use historical rolling-origin residuals to distinguish horizon-specific forecast bands from cumulative lead-time error,forecast bands,publication/figures/source/fig-59-04.py,nrg-ch59-sample,publication/figures/ebook/fig-59-04.png,"Figure 59.4. Historical seasonal-naive residuals form an empirical 10–90% range around Sambal's final forecast. The second panel accumulates residuals because replenishment protects demand over lead time, not one isolated week. The two-week marker locates the policy horizon; past errors remain informative only while the process is sufficiently stable.",Left: a teal 13-week point forecast and navy realized demand sit inside and outside a light-blue empirical band. Right: median and 10–90% cumulative forecast-error paths widen by horizon with a red dashed marker at the two-week lead time.,generated
fig-59-05,59,Demand Forecasting and Inventory-Risk Planning at NRG,Understock and overstock trade-off,Relate empirical demand scenarios asymmetric holding and shortage consequences planning quantiles and achieved service,cost curve,publication/figures/source/fig-59-05.py,nrg-ch59-sample,publication/figures/ebook/fig-59-05.png,"Figure 59.5. Sambal scenarios charge one kIDR per leftover case and four kIDR per shortage case. Raising the order-up-to target reduces shortage cost while increasing holding cost; their sum reaches an illustrative scenario minimum. Planning quantiles also change empirical service, so an estimated cost minimum does not override explicit service commitments.",Left: three curves show increasing overstock cost declining shortage cost and their U-shaped total against the stock target with the minimum highlighted. Right: expected cost and empirical service are plotted against planning quantile with 90% marked.,generated
fig-59-06,59,Demand Forecasting and Inventory-Risk Planning at NRG,"Forecast, service risk, inventory action, and ownership",Combine product-level point demand uncertainty inventory position case-pack recommendations approval state accountable roles and fallback,decision dashboard,publication/figures/source/fig-59-06.py,nrg-ch59-sample,publication/figures/ebook/fig-59-06.png,"Figure 59.6. Two-week point demand plus a 90% empirical error buffer produces product-level order-up-to evidence. After inventory position and case-pack rounding, recommendations are 96 Sambal cases, 90 coffee cases, and 60 tea cases. All remain in planner review; named teams own data, capacity, model evidence, approval, and fallback.",Four dashboard panels show stacked point-demand and safety-stock bars product inventory positions beside rounded orders a decision record ending in planner review required and a matrix of named ownership plus seasonal-naive and manual fallback.,generated
